event,dur_ms,cache_hit,candidates,dim,faces,index_available,limit,media,query_cache_hit,query_faces,ran,raw_len,results,session,size,translated_len,used_hnsw,vectors
dino_encode,282.0,,,,,,,content://media/external/images/media/1000009534,,,,,,embed-full-1772435836100,,,,
face_encode,85.0,,,,0,,,content://media/external/images/media/1000009534,,,,,,embed-full-1772435836100,,,,
clip_encode,486.0,,,,,,,content://media/external/images/media/1000009533,,,,,,embed-full-1772435836100,,,,
dino_encode,277.0,,,,,,,content://media/external/images/media/1000009533,,,,,,embed-full-1772435836100,,,,
face_encode,75.0,,,,0,,,content://media/external/images/media/1000009533,,,,,,embed-full-1772435836100,,,,
clip_encode,513.0,,,,,,,content://media/external/images/media/1000009532,,,,,,embed-full-1772435836100,,,,
dino_encode,277.0,,,,,,,content://media/external/images/media/1000009532,,,,,,embed-full-1772435836100,,,,
face_encode,75.0,,,,0,,,content://media/external/images/media/1000009532,,,,,,embed-full-1772435836100,,,,
clip_encode,397.0,,,,,,,content://media/external/images/media/1000009531,,,,,,embed-full-1772435836100,,,,
dino_encode,200.0,,,,,,,content://media/external/images/media/1000009531,,,,,,embed-full-1772435836100,,,,
face_encode,76.0,,,,0,,,content://media/external/images/media/1000009531,,,,,,embed-full-1772435836100,,,,
clip_encode,523.0,,,,,,,content://media/external/images/media/1000009530,,,,,,embed-full-1772435836100,,,,
dino_encode,275.0,,,,,,,content://media/external/images/media/1000009530,,,,,,embed-full-1772435836100,,,,
face_encode,72.0,,,,0,,,content://media/external/images/media/1000009530,,,,,,embed-full-1772435836100,,,,
clip_encode,511.0,,,,,,,content://media/external/images/media/1000009529,,,,,,embed-full-1772435836100,,,,
dino_encode,290.0,,,,,,,content://media/external/images/media/1000009529,,,,,,embed-full-1772435836100,,,,
face_encode,72.0,,,,0,,,content://media/external/images/media/1000009529,,,,,,embed-full-1772435836100,,,,
clip_encode,499.0,,,,,,,content://media/external/images/media/1000009528,,,,,,embed-full-1772435836100,,,,
dino_encode,274.0,,,,,,,content://media/external/images/media/1000009528,,,,,,embed-full-1772435836100,,,,
face_encode,74.0,,,,0,,,content://media/external/images/media/1000009528,,,,,,embed-full-1772435836100,,,,
clip_encode,357.0,,,,,,,content://media/external/images/media/1000009527,,,,,,embed-full-1772435836100,,,,
dino_encode,137.0,,,,,,,content://media/external/images/media/1000009527,,,,,,embed-full-1772435836100,,,,
face_encode,122.0,,,,1,,,content://media/external/images/media/1000009527,,,,,,embed-full-1772435836100,,,,
clip_encode,503.0,,,,,,,content://media/external/images/media/1000009526,,,,,,embed-full-1772435836100,,,,
dino_encode,289.0,,,,,,,content://media/external/images/media/1000009526,,,,,,embed-full-1772435836100,,,,
face_encode,81.0,,,,0,,,content://media/external/images/media/1000009526,,,,,,embed-full-1772435836100,,,,
clip_encode,543.0,,,,,,,content://media/external/images/media/1000009525,,,,,,embed-full-1772435836100,,,,
dino_encode,292.0,,,,,,,content://media/external/images/media/1000009525,,,,,,embed-full-1772435836100,,,,
face_encode,71.0,,,,0,,,content://media/external/images/media/1000009525,,,,,,embed-full-1772435836100,,,,
clip_encode,382.0,,,,,,,content://media/external/images/media/1000009524,,,,,,embed-full-1772435836100,,,,
dino_encode,164.0,,,,,,,content://media/external/images/media/1000009524,,,,,,embed-full-1772435836100,,,,
face_encode,69.0,,,,0,,,content://media/external/images/media/1000009524,,,,,,embed-full-1772435836100,,,,
clip_encode,551.0,,,,,,,content://media/external/images/media/1000009523,,,,,,embed-full-1772435836100,,,,
dino_encode,314.0,,,,,,,content://media/external/images/media/1000009523,,,,,,embed-full-1772435836100,,,,
face_encode,75.0,,,,0,,,content://media/external/images/media/1000009523,,,,,,embed-full-1772435836100,,,,
clip_encode,499.0,,,,,,,content://media/external/images/media/1000009522,,,,,,embed-full-1772435836100,,,,
dino_encode,288.0,,,,,,,content://media/external/images/media/1000009522,,,,,,embed-full-1772435836100,,,,
face_encode,139.0,,,,1,,,content://media/external/images/media/1000009522,,,,,,embed-full-1772435836100,,,,
clip_encode,522.0,,,,,,,content://media/external/images/media/1000009521,,,,,,embed-full-1772435836100,,,,
dino_encode,309.0,,,,,,,content://media/external/images/media/1000009521,,,,,,embed-full-1772435836100,,,,
face_encode,77.0,,,,0,,,content://media/external/images/media/1000009521,,,,,,embed-full-1772435836100,,,,
clip_encode,510.0,,,,,,,content://media/external/images/media/1000009520,,,,,,embed-full-1772435836100,,,,
dino_encode,284.0,,,,,,,content://media/external/images/media/1000009520,,,,,,embed-full-1772435836100,,,,
face_encode,77.0,,,,0,,,content://media/external/images/media/1000009520,,,,,,embed-full-1772435836100,,,,
clip_encode,505.0,,,,,,,content://media/external/images/media/1000009519,,,,,,embed-full-1772435836100,,,,
dino_encode,294.0,,,,,,,content://media/external/images/media/1000009519,,,,,,embed-full-1772435836100,,,,
face_encode,79.0,,,,0,,,content://media/external/images/media/1000009519,,,,,,embed-full-1772435836100,,,,
clip_encode,522.0,,,,,,,content://media/external/images/media/1000009518,,,,,,embed-full-1772435836100,,,,
dino_encode,321.0,,,,,,,content://media/external/images/media/1000009518,,,,,,embed-full-1772435836100,,,,
face_encode,76.0,,,,0,,,content://media/external/images/media/1000009518,,,,,,embed-full-1772435836100,,,,
clip_encode,565.0,,,,,,,content://media/external/images/media/1000009517,,,,,,embed-full-1772435836100,,,,
dino_encode,339.0,,,,,,,content://media/external/images/media/1000009517,,,,,,embed-full-1772435836100,,,,
face_encode,79.0,,,,0,,,content://media/external/images/media/1000009517,,,,,,embed-full-1772435836100,,,,
clip_encode,532.0,,,,,,,content://media/external/images/media/1000009516,,,,,,embed-full-1772435836100,,,,
dino_encode,312.0,,,,,,,content://media/external/images/media/1000009516,,,,,,embed-full-1772435836100,,,,
face_encode,237.0,,,,4,,,content://media/external/images/media/1000009516,,,,,,embed-full-1772435836100,,,,
clip_encode,389.0,,,,,,,content://media/external/images/media/1000009515,,,,,,embed-full-1772435836100,,,,
dino_encode,168.0,,,,,,,content://media/external/images/media/1000009515,,,,,,embed-full-1772435836100,,,,
face_encode,85.0,,,,0,,,content://media/external/images/media/1000009515,,,,,,embed-full-1772435836100,,,,
clip_encode,551.0,,,,,,,content://media/external/images/media/1000009514,,,,,,embed-full-1772435836100,,,,
dino_encode,316.0,,,,,,,content://media/external/images/media/1000009514,,,,,,embed-full-1772435836100,,,,
face_encode,79.0,,,,0,,,content://media/external/images/media/1000009514,,,,,,embed-full-1772435836100,,,,
clip_encode,541.0,,,,,,,content://media/external/images/media/1000009513,,,,,,embed-full-1772435836100,,,,
dino_encode,334.0,,,,,,,content://media/external/images/media/1000009513,,,,,,embed-full-1772435836100,,,,
face_encode,77.0,,,,0,,,content://media/external/images/media/1000009513,,,,,,embed-full-1772435836100,,,,
clip_encode,512.0,,,,,,,content://media/external/images/media/1000009512,,,,,,embed-full-1772435836100,,,,
dino_encode,292.0,,,,,,,content://media/external/images/media/1000009512,,,,,,embed-full-1772435836100,,,,
face_encode,85.0,,,,0,,,content://media/external/images/media/1000009512,,,,,,embed-full-1772435836100,,,,
clip_encode,563.0,,,,,,,content://media/external/images/media/1000009511,,,,,,embed-full-1772435836100,,,,
dino_encode,327.0,,,,,,,content://media/external/images/media/1000009511,,,,,,embed-full-1772435836100,,,,
face_encode,79.0,,,,0,,,content://media/external/images/media/1000009511,,,,,,embed-full-1772435836100,,,,
clip_encode,524.0,,,,,,,content://media/external/images/media/1000009510,,,,,,embed-full-1772435836100,,,,
dino_encode,327.0,,,,,,,content://media/external/images/media/1000009510,,,,,,embed-full-1772435836100,,,,
face_encode,69.0,,,,0,,,content://media/external/images/media/1000009510,,,,,,embed-full-1772435836100,,,,
clip_encode,490.0,,,,,,,content://media/external/images/media/1000009509,,,,,,embed-full-1772435836100,,,,
dino_encode,274.0,,,,,,,content://media/external/images/media/1000009509,,,,,,embed-full-1772435836100,,,,
face_encode,78.0,,,,0,,,content://media/external/images/media/1000009509,,,,,,embed-full-1772435836100,,,,
clip_encode,378.0,,,,,,,content://media/external/images/media/1000009508,,,,,,embed-full-1772435836100,,,,
dino_encode,162.0,,,,,,,content://media/external/images/media/1000009508,,,,,,embed-full-1772435836100,,,,
face_encode,82.0,,,,0,,,content://media/external/images/media/1000009508,,,,,,embed-full-1772435836100,,,,
clip_encode,415.0,,,,,,,content://media/external/images/media/1000009507,,,,,,embed-full-1772435836100,,,,
dino_encode,155.0,,,,,,,content://media/external/images/media/1000009507,,,,,,embed-full-1772435836100,,,,
face_encode,52.0,,,,0,,,content://media/external/images/media/1000009507,,,,,,embed-full-1772435836100,,,,
clip_encode,386.0,,,,,,,content://media/external/images/media/1000009506,,,,,,embed-full-1772435836100,,,,
dino_encode,187.0,,,,,,,content://media/external/images/media/1000009506,,,,,,embed-full-1772435836100,,,,
face_encode,69.0,,,,0,,,content://media/external/images/media/1000009506,,,,,,embed-full-1772435836100,,,,
clip_encode,392.0,,,,,,,content://media/external/images/media/1000009505,,,,,,embed-full-1772435836100,,,,
dino_encode,173.0,,,,,,,content://media/external/images/media/1000009505,,,,,,embed-full-1772435836100,,,,
face_encode,142.0,,,,1,,,content://media/external/images/media/1000009505,,,,,,embed-full-1772435836100,,,,
clip_encode,406.0,,,,,,,content://media/external/images/media/1000009504,,,,,,embed-full-1772435836100,,,,
dino_encode,147.0,,,,,,,content://media/external/images/media/1000009504,,,,,,embed-full-1772435836100,,,,
face_encode,150.0,,,,1,,,content://media/external/images/media/1000009504,,,,,,embed-full-1772435836100,,,,
clip_encode,372.0,,,,,,,content://media/external/images/media/1000009503,,,,,,embed-full-1772435836100,,,,
dino_encode,145.0,,,,,,,content://media/external/images/media/1000009503,,,,,,embed-full-1772435836100,,,,
face_encode,131.0,,,,1,,,content://media/external/images/media/1000009503,,,,,,embed-full-1772435836100,,,,
clip_encode,536.0,,,,,,,content://media/external/images/media/1000009502,,,,,,embed-full-1772435836100,,,,
dino_encode,293.0,,,,,,,content://media/external/images/media/1000009502,,,,,,embed-full-1772435836100,,,,
face_encode,84.0,,,,0,,,content://media/external/images/media/1000009502,,,,,,embed-full-1772435836100,,,,
clip_encode,527.0,,,,,,,content://media/external/images/media/1000009501,,,,,,embed-full-1772435836100,,,,
dino_encode,294.0,,,,,,,content://media/external/images/media/1000009501,,,,,,embed-full-1772435836100,,,,
face_encode,81.0,,,,0,,,content://media/external/images/media/1000009501,,,,,,embed-full-1772435836100,,,,
clip_encode,483.0,,,,,,,content://media/external/images/media/1000009500,,,,,,embed-full-1772435836100,,,,
dino_encode,268.0,,,,,,,content://media/external/images/media/1000009500,,,,,,embed-full-1772435836100,,,,
face_encode,69.0,,,,0,,,content://media/external/images/media/1000009500,,,,,,embed-full-1772435836100,,,,
clip_encode,485.0,,,,,,,content://media/external/images/media/1000009499,,,,,,embed-full-1772435836100,,,,
dino_encode,278.0,,,,,,,content://media/external/images/media/1000009499,,,,,,embed-full-1772435836100,,,,
face_encode,78.0,,,,0,,,content://media/external/images/media/1000009499,,,,,,embed-full-1772435836100,,,,
clip_encode,542.0,,,,,,,content://media/external/images/media/1000009498,,,,,,embed-full-1772435836100,,,,
dino_encode,334.0,,,,,,,content://media/external/images/media/1000009498,,,,,,embed-full-1772435836100,,,,
face_encode,79.0,,,,0,,,content://media/external/images/media/1000009498,,,,,,embed-full-1772435836100,,,,
clip_encode,552.0,,,,,,,content://media/external/images/media/1000009497,,,,,,embed-full-1772435836100,,,,
dino_encode,317.0,,,,,,,content://media/external/images/media/1000009497,,,,,,embed-full-1772435836100,,,,
face_encode,152.0,,,,1,,,content://media/external/images/media/1000009497,,,,,,embed-full-1772435836100,,,,
clip_encode,592.0,,,,,,,content://media/external/images/media/1000009496,,,,,,embed-full-1772435836100,,,,
dino_encode,332.0,,,,,,,content://media/external/images/media/1000009496,,,,,,embed-full-1772435836100,,,,
face_encode,81.0,,,,0,,,content://media/external/images/media/1000009496,,,,,,embed-full-1772435836100,,,,
clip_encode,523.0,,,,,,,content://media/external/images/media/1000009495,,,,,,embed-full-1772435836100,,,,
dino_encode,291.0,,,,,,,content://media/external/images/media/1000009495,,,,,,embed-full-1772435836100,,,,
face_encode,74.0,,,,0,,,content://media/external/images/media/1000009495,,,,,,embed-full-1772435836100,,,,
clip_encode,425.0,,,,,,,content://media/external/images/media/1000009494,,,,,,embed-full-1772435836100,,,,
dino_encode,186.0,,,,,,,content://media/external/images/media/1000009494,,,,,,embed-full-1772435836100,,,,
face_encode,78.0,,,,0,,,content://media/external/images/media/1000009494,,,,,,embed-full-1772435836100,,,,
clip_encode,398.0,,,,,,,content://media/external/images/media/1000009493,,,,,,embed-full-1772435836100,,,,
dino_encode,164.0,,,,,,,content://media/external/images/media/1000009493,,,,,,embed-full-1772435836100,,,,
face_encode,82.0,,,,0,,,content://media/external/images/media/1000009493,,,,,,embed-full-1772435836100,,,,
clip_encode,535.0,,,,,,,content://media/external/images/media/1000009492,,,,,,embed-full-1772435836100,,,,
dino_encode,298.0,,,,,,,content://media/external/images/media/1000009492,,,,,,embed-full-1772435836100,,,,
face_encode,82.0,,,,0,,,content://media/external/images/media/1000009492,,,,,,embed-full-1772435836100,,,,
clip_encode,553.0,,,,,,,content://media/external/images/media/1000009491,,,,,,embed-full-1772435836100,,,,
dino_encode,287.0,,,,,,,content://media/external/images/media/1000009491,,,,,,embed-full-1772435836100,,,,
face_encode,82.0,,,,0,,,content://media/external/images/media/1000009491,,,,,,embed-full-1772435836100,,,,
clip_encode,526.0,,,,,,,content://media/external/images/media/1000009490,,,,,,embed-full-1772435836100,,,,
dino_encode,283.0,,,,,,,content://media/external/images/media/1000009490,,,,,,embed-full-1772435836100,,,,
face_encode,75.0,,,,0,,,content://media/external/images/media/1000009490,,,,,,embed-full-1772435836100,,,,
clip_encode,511.0,,,,,,,content://media/external/images/media/1000009489,,,,,,embed-full-1772435836100,,,,
dino_encode,271.0,,,,,,,content://media/external/images/media/1000009489,,,,,,embed-full-1772435836100,,,,
face_encode,192.0,,,,2,,,content://media/external/images/media/1000009489,,,,,,embed-full-1772435836100,,,,
clip_encode,405.0,,,,,,,content://media/external/images/media/1000009488,,,,,,embed-full-1772435836100,,,,
dino_encode,167.0,,,,,,,content://media/external/images/media/1000009488,,,,,,embed-full-1772435836100,,,,
face_encode,83.0,,,,0,,,content://media/external/images/media/1000009488,,,,,,embed-full-1772435836100,,,,
clip_encode,395.0,,,,,,,content://media/external/images/media/1000009487,,,,,,embed-full-1772435836100,,,,
dino_encode,162.0,,,,,,,content://media/external/images/media/1000009487,,,,,,embed-full-1772435836100,,,,
face_encode,85.0,,,,0,,,content://media/external/images/media/1000009487,,,,,,embed-full-1772435836100,,,,
clip_encode,430.0,,,,,,,content://media/external/images/media/1000009486,,,,,,embed-full-1772435836100,,,,
dino_encode,165.0,,,,,,,content://media/external/images/media/1000009486,,,,,,embed-full-1772435836100,,,,
face_encode,92.0,,,,0,,,content://media/external/images/media/1000009486,,,,,,embed-full-1772435836100,,,,
clip_encode,393.0,,,,,,,content://media/external/images/media/1000009485,,,,,,embed-full-1772435836100,,,,
dino_encode,154.0,,,,,,,content://media/external/images/media/1000009485,,,,,,embed-full-1772435836100,,,,
face_encode,79.0,,,,0,,,content://media/external/images/media/1000009485,,,,,,embed-full-1772435836100,,,,
clip_encode,400.0,,,,,,,content://media/external/images/media/1000009484,,,,,,embed-full-1772435836100,,,,
dino_encode,162.0,,,,,,,content://media/external/images/media/1000009484,,,,,,embed-full-1772435836100,,,,
face_encode,87.0,,,,0,,,content://media/external/images/media/1000009484,,,,,,embed-full-1772435836100,,,,
clip_encode,553.0,,,,,,,content://media/external/images/media/1000009483,,,,,,embed-full-1772435836100,,,,
dino_encode,317.0,,,,,,,content://media/external/images/media/1000009483,,,,,,embed-full-1772435836100,,,,
face_encode,80.0,,,,0,,,content://media/external/images/media/1000009483,,,,,,embed-full-1772435836100,,,,
clip_encode,535.0,,,,,,,content://media/external/images/media/1000009482,,,,,,embed-full-1772435836100,,,,
dino_encode,298.0,,,,,,,content://media/external/images/media/1000009482,,,,,,embed-full-1772435836100,,,,
face_encode,85.0,,,,0,,,content://media/external/images/media/1000009482,,,,,,embed-full-1772435836100,,,,
clip_encode,396.0,,,,,,,content://media/external/images/media/1000009481,,,,,,embed-full-1772435836100,,,,
dino_encode,163.0,,,,,,,content://media/external/images/media/1000009481,,,,,,embed-full-1772435836100,,,,
face_encode,83.0,,,,0,,,content://media/external/images/media/1000009481,,,,,,embed-full-1772435836100,,,,
clip_encode,597.0,,,,,,,content://media/external/images/media/1000009480,,,,,,embed-full-1772435836100,,,,
dino_encode,320.0,,,,,,,content://media/external/images/media/1000009480,,,,,,embed-full-1772435836100,,,,
face_encode,84.0,,,,0,,,content://media/external/images/media/1000009480,,,,,,embed-full-1772435836100,,,,
clip_encode,534.0,,,,,,,content://media/external/images/media/1000009479,,,,,,embed-full-1772435836100,,,,
dino_encode,285.0,,,,,,,content://media/external/images/media/1000009479,,,,,,embed-full-1772435836100,,,,
face_encode,79.0,,,,0,,,content://media/external/images/media/1000009479,,,,,,embed-full-1772435836100,,,,
clip_encode,535.0,,,,,,,content://media/external/images/media/1000009478,,,,,,embed-full-1772435836100,,,,
dino_encode,284.0,,,,,,,content://media/external/images/media/1000009478,,,,,,embed-full-1772435836100,,,,
face_encode,215.0,,,,2,,,content://media/external/images/media/1000009478,,,,,,embed-full-1772435836100,,,,
clip_encode,566.0,,,,,,,content://media/external/images/media/1000009477,,,,,,embed-full-1772435836100,,,,
dino_encode,289.0,,,,,,,content://media/external/images/media/1000009477,,,,,,embed-full-1772435836100,,,,
face_encode,157.0,,,,1,,,content://media/external/images/media/1000009477,,,,,,embed-full-1772435836100,,,,
clip_encode,587.0,,,,,,,content://media/external/images/media/1000009476,,,,,,embed-full-1772435836100,,,,
dino_encode,302.0,,,,,,,content://media/external/images/media/1000009476,,,,,,embed-full-1772435836100,,,,
face_encode,88.0,,,,0,,,content://media/external/images/media/1000009476,,,,,,embed-full-1772435836100,,,,
clip_encode,432.0,,,,,,,content://media/external/images/media/1000009475,,,,,,embed-full-1772435836100,,,,
dino_encode,195.0,,,,,,,content://media/external/images/media/1000009475,,,,,,embed-full-1772435836100,,,,
face_encode,87.0,,,,0,,,content://media/external/images/media/1000009475,,,,,,embed-full-1772435836100,,,,
clip_encode,575.0,,,,,,,content://media/external/images/media/1000009474,,,,,,embed-full-1772435836100,,,,
dino_encode,340.0,,,,,,,content://media/external/images/media/1000009474,,,,,,embed-full-1772435836100,,,,
face_encode,86.0,,,,0,,,content://media/external/images/media/1000009474,,,,,,embed-full-1772435836100,,,,
clip_encode,504.0,,,,,,,content://media/external/images/media/1000009473,,,,,,embed-full-1772435836100,,,,
dino_encode,262.0,,,,,,,content://media/external/images/media/1000009473,,,,,,embed-full-1772435836100,,,,
face_encode,86.0,,,,0,,,content://media/external/images/media/1000009473,,,,,,embed-full-1772435836100,,,,
clip_encode,529.0,,,,,,,content://media/external/images/media/1000009472,,,,,,embed-full-1772435836100,,,,
dino_encode,292.0,,,,,,,content://media/external/images/media/1000009472,,,,,,embed-full-1772435836100,,,,
face_encode,85.0,,,,0,,,content://media/external/images/media/1000009472,,,,,,embed-full-1772435836100,,,,
clip_encode,518.0,,,,,,,content://media/external/images/media/1000009471,,,,,,embed-full-1772435836100,,,,
dino_encode,282.0,,,,,,,content://media/external/images/media/1000009471,,,,,,embed-full-1772435836100,,,,
face_encode,77.0,,,,0,,,content://media/external/images/media/1000009471,,,,,,embed-full-1772435836100,,,,
clip_encode,432.0,,,,,,,content://media/external/images/media/1000009470,,,,,,embed-full-1772435836100,,,,
dino_encode,187.0,,,,,,,content://media/external/images/media/1000009470,,,,,,embed-full-1772435836100,,,,
face_encode,97.0,,,,0,,,content://media/external/images/media/1000009470,,,,,,embed-full-1772435836100,,,,
clip_encode,580.0,,,,,,,content://media/external/images/media/1000009469,,,,,,embed-full-1772435836100,,,,
dino_encode,311.0,,,,,,,content://media/external/images/media/1000009469,,,,,,embed-full-1772435836100,,,,
face_encode,88.0,,,,0,,,content://media/external/images/media/1000009469,,,,,,embed-full-1772435836100,,,,
clip_encode,549.0,,,,,,,content://media/external/images/media/1000009468,,,,,,embed-full-1772435836100,,,,
dino_encode,303.0,,,,,,,content://media/external/images/media/1000009468,,,,,,embed-full-1772435836100,,,,
face_encode,80.0,,,,0,,,content://media/external/images/media/1000009468,,,,,,embed-full-1772435836100,,,,
clip_encode,538.0,,,,,,,content://media/external/images/media/1000009467,,,,,,embed-full-1772435836100,,,,
dino_encode,297.0,,,,,,,content://media/external/images/media/1000009467,,,,,,embed-full-1772435836100,,,,
face_encode,87.0,,,,0,,,content://media/external/images/media/1000009467,,,,,,embed-full-1772435836100,,,,
clip_encode,410.0,,,,,,,content://media/external/images/media/1000009466,,,,,,embed-full-1772435836100,,,,
dino_encode,166.0,,,,,,,content://media/external/images/media/1000009466,,,,,,embed-full-1772435836100,,,,
face_encode,147.0,,,,1,,,content://media/external/images/media/1000009466,,,,,,embed-full-1772435836100,,,,
clip_encode,576.0,,,,,,,content://media/external/images/media/1000009465,,,,,,embed-full-1772435836100,,,,
dino_encode,289.0,,,,,,,content://media/external/images/media/1000009465,,,,,,embed-full-1772435836100,,,,
face_encode,81.0,,,,0,,,content://media/external/images/media/1000009465,,,,,,embed-full-1772435836100,,,,
clip_encode,534.0,,,,,,,content://media/external/images/media/1000009464,,,,,,embed-full-1772435836100,,,,
dino_encode,296.0,,,,,,,content://media/external/images/media/1000009464,,,,,,embed-full-1772435836100,,,,
face_encode,78.0,,,,0,,,content://media/external/images/media/1000009464,,,,,,embed-full-1772435836100,,,,
clip_encode,423.0,,,,,,,content://media/external/images/media/1000009463,,,,,,embed-full-1772435836100,,,,
dino_encode,176.0,,,,,,,content://media/external/images/media/1000009463,,,,,,embed-full-1772435836100,,,,
face_encode,240.0,,,,3,,,content://media/external/images/media/1000009463,,,,,,embed-full-1772435836100,,,,
clip_encode,470.0,,,,,,,content://media/external/images/media/1000009462,,,,,,embed-full-1772435836100,,,,
dino_encode,182.0,,,,,,,content://media/external/images/media/1000009462,,,,,,embed-full-1772435836100,,,,
face_encode,164.0,,,,1,,,content://media/external/images/media/1000009462,,,,,,embed-full-1772435836100,,,,
clip_encode,441.0,,,,,,,content://media/external/images/media/1000009461,,,,,,embed-full-1772435836100,,,,
dino_encode,162.0,,,,,,,content://media/external/images/media/1000009461,,,,,,embed-full-1772435836100,,,,
face_encode,203.0,,,,2,,,content://media/external/images/media/1000009461,,,,,,embed-full-1772435836100,,,,
clip_encode,540.0,,,,,,,content://media/external/images/media/1000009460,,,,,,embed-full-1772435836100,,,,
dino_encode,270.0,,,,,,,content://media/external/images/media/1000009460,,,,,,embed-full-1772435836100,,,,
face_encode,82.0,,,,0,,,content://media/external/images/media/1000009460,,,,,,embed-full-1772435836100,,,,
clip_encode,521.0,,,,,,,content://media/external/images/media/1000009459,,,,,,embed-full-1772435836100,,,,
dino_encode,283.0,,,,,,,content://media/external/images/media/1000009459,,,,,,embed-full-1772435836100,,,,
face_encode,150.0,,,,1,,,content://media/external/images/media/1000009459,,,,,,embed-full-1772435836100,,,,
clip_encode,515.0,,,,,,,content://media/external/images/media/1000009458,,,,,,embed-full-1772435836100,,,,
dino_encode,279.0,,,,,,,content://media/external/images/media/1000009458,,,,,,embed-full-1772435836100,,,,
face_encode,80.0,,,,0,,,content://media/external/images/media/1000009458,,,,,,embed-full-1772435836100,,,,
clip_encode,406.0,,,,,,,content://media/external/images/media/1000009457,,,,,,embed-full-1772435836100,,,,
dino_encode,168.0,,,,,,,content://media/external/images/media/1000009457,,,,,,embed-full-1772435836100,,,,
face_encode,172.0,,,,1,,,content://media/external/images/media/1000009457,,,,,,embed-full-1772435836100,,,,
clip_encode,534.0,,,,,,,content://media/external/images/media/1000009456,,,,,,embed-full-1772435836100,,,,
dino_encode,284.0,,,,,,,content://media/external/images/media/1000009456,,,,,,embed-full-1772435836100,,,,
face_encode,87.0,,,,0,,,content://media/external/images/media/1000009456,,,,,,embed-full-1772435836100,,,,
clip_encode,560.0,,,,,,,content://media/external/images/media/1000009455,,,,,,embed-full-1772435836100,,,,
dino_encode,283.0,,,,,,,content://media/external/images/media/1000009455,,,,,,embed-full-1772435836100,,,,
face_encode,180.0,,,,1,,,content://media/external/images/media/1000009455,,,,,,embed-full-1772435836100,,,,
clip_encode,555.0,,,,,,,content://media/external/images/media/1000009454,,,,,,embed-full-1772435836100,,,,
dino_encode,290.0,,,,,,,content://media/external/images/media/1000009454,,,,,,embed-full-1772435836100,,,,
face_encode,193.0,,,,2,,,content://media/external/images/media/1000009454,,,,,,embed-full-1772435836100,,,,
clip_encode,554.0,,,,,,,content://media/external/images/media/1000009453,,,,,,embed-full-1772435836100,,,,
dino_encode,291.0,,,,,,,content://media/external/images/media/1000009453,,,,,,embed-full-1772435836100,,,,
face_encode,87.0,,,,0,,,content://media/external/images/media/1000009453,,,,,,embed-full-1772435836100,,,,
clip_encode,521.0,,,,,,,content://media/external/images/media/1000009452,,,,,,embed-full-1772435836100,,,,
dino_encode,274.0,,,,,,,content://media/external/images/media/1000009452,,,,,,embed-full-1772435836100,,,,
face_encode,77.0,,,,0,,,content://media/external/images/media/1000009452,,,,,,embed-full-1772435836100,,,,
clip_encode,401.0,,,,,,,content://media/external/images/media/1000009451,,,,,,embed-full-1772435836100,,,,
dino_encode,173.0,,,,,,,content://media/external/images/media/1000009451,,,,,,embed-full-1772435836100,,,,
face_encode,26.0,,,,0,,,content://media/external/images/media/1000009451,,,,,,embed-full-1772435836100,,,,
clip_encode,421.0,,,,,,,content://media/external/images/media/1000009450,,,,,,embed-full-1772435836100,,,,
dino_encode,172.0,,,,,,,content://media/external/images/media/1000009450,,,,,,embed-full-1772435836100,,,,
face_encode,158.0,,,,1,,,content://media/external/images/media/1000009450,,,,,,embed-full-1772435836100,,,,
clip_encode,617.0,,,,,,,content://media/external/images/media/1000009449,,,,,,embed-full-1772435836100,,,,
dino_encode,337.0,,,,,,,content://media/external/images/media/1000009449,,,,,,embed-full-1772435836100,,,,
face_encode,88.0,,,,0,,,content://media/external/images/media/1000009449,,,,,,embed-full-1772435836100,,,,
clip_encode,436.0,,,,,,,content://media/external/images/media/1000009448,,,,,,embed-full-1772435836100,,,,
dino_encode,193.0,,,,,,,content://media/external/images/media/1000009448,,,,,,embed-full-1772435836100,,,,
face_encode,241.0,,,,3,,,content://media/external/images/media/1000009448,,,,,,embed-full-1772435836100,,,,
clip_encode,447.0,,,,,,,content://media/external/images/media/1000009447,,,,,,embed-full-1772435836100,,,,
dino_encode,165.0,,,,,,,content://media/external/images/media/1000009447,,,,,,embed-full-1772435836100,,,,
face_encode,167.0,,,,2,,,content://media/external/images/media/1000009447,,,,,,embed-full-1772435836100,,,,
clip_encode,443.0,,,,,,,content://media/external/images/media/1000009446,,,,,,embed-full-1772435836100,,,,
dino_encode,166.0,,,,,,,content://media/external/images/media/1000009446,,,,,,embed-full-1772435836100,,,,
face_encode,183.0,,,,1,,,content://media/external/images/media/1000009446,,,,,,embed-full-1772435836100,,,,
clip_encode,478.0,,,,,,,content://media/external/images/media/1000009445,,,,,,embed-full-1772435836100,,,,
dino_encode,195.0,,,,,,,content://media/external/images/media/1000009445,,,,,,embed-full-1772435836100,,,,
face_encode,249.0,,,,3,,,content://media/external/images/media/1000009445,,,,,,embed-full-1772435836100,,,,
clip_encode,448.0,,,,,,,content://media/external/images/media/1000009444,,,,,,embed-full-1772435836100,,,,
dino_encode,166.0,,,,,,,content://media/external/images/media/1000009444,,,,,,embed-full-1772435836100,,,,
face_encode,205.0,,,,2,,,content://media/external/images/media/1000009444,,,,,,embed-full-1772435836100,,,,
clip_encode,462.0,,,,,,,content://media/external/images/media/1000009443,,,,,,embed-full-1772435836100,,,,
